"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1381.0";"nM";"5.86";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445321";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCB1-substrate-selected resistant cell line KB-3-1, Cisplatin treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB 3-1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307659";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1381.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"557.0";"nM";"6.25";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445364";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line NCI-H460/MX20, Mitoxantrone treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460/MX20";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446281";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"557.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1346.0";"nM";"5.87";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445391";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line S1-M1-80, SN-38 treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"S1-M1-80";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL4630712";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1346.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445400";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/pcDNA3.1, Mitoxantrone treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446287";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"34.0"
"CHEMBL4564126";"TP-008";"None";"411.82";"0";"2.84";"18";"Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21";"IC50";"'>='";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4427701";"Inhibition of MAP3K5 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425174";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";"";"5.0"
"CHEMBL4098877";"MLi-2";"None";"379.46";"0";"3.56";"EUB0000715a";"C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@H](C)O1";"IC50";"'='";"428.0";"nM";"6.37";"";"";"UO_0000065";"16.78";"0.31";"2.81";"8.36";"0";"CHEMBL5213485";"Selectivity interaction (SelectScreen (Invitrogen)) EUB0000715a MAP3K5";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Protein family: Protein Kinase";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5212743";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2023";"None";"Selectivity Comments: LRRK2 pSer935 phosphorylation assay (measurement of LRRK2(G2019S) in SH-SY5Y cells): IC50 = 3.5 nM; In vivo brain (mouse) pSer935 IC50 = 0.8 nM (https://jpet.aspetjournals.org/content/355/3/397.long); | Selectivity number of off-targets = 5.0 None | Selectivity number of targets = 308.0 None | Selectivity Remarks: Screened at 1 µM (in-vitro potency, >100-fold selective for other targets in the screen with exception of MAP3K14, CLK4, CLK2, and TTK) | Selectivity Source Knowledge: https://www.sgc-ffm.uni-frankfurt.de/#!kinomescandataview/MLi-2";"";"";"428.0"
"CHEMBL4636506";"";"None";"404.43";"0";"2.76";"16";"COc1nn(-c2ccncc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"1710.0";"nM";"5.77";"";"";"UO_0000065";"14.26";"0.26";"3.01";"5.12";"0";"CHEMBL4605627";"Inhibition of V5 tagged human ASK1 expressed in HEK293T cells assessed as reduction in T848 autophosphorylation incubated for 1 hr by MSD assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602708";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3706569";"";"";"";"1710.0"
"CHEMBL5399125";"";"None";"552.49";"1";"4.95";"18l";"Cn1nc(C(F)(F)F)c2cc(C(=O)Nc3cccc(-c4nncn4C4CC4)n3)c(OCc3ccccc3F)nc21";"IC50";"'='";"1290.0";"nM";"5.89";"";"";"UO_0000065";"10.66";"0.20";"0.94";"5.23";"0";"CHEMBL5356322";"Inhibition of human recombinant ASK1 using MBP as substrate preincubated for 1 hr followed by reagent addition incubated for 40 mins by ATP-Glo kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352493";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 1.667 hr";"INHIBITOR";"";"1290.0"
"CHEMBL5426009";"";"None";"550.60";"1";"4.86";"21a";"O=C(Nc1cccc(-c2nncn2C2CC2)n1)c1cc(-c2cnn(C3CCC3)c2)cn(Cc2ccccc2F)c1=O";"IC50";"'='";"289.0";"nM";"6.54";"";"";"UO_0000065";"11.88";"0.22";"1.68";"5.81";"0";"CHEMBL5356322";"Inhibition of human recombinant ASK1 using MBP as substrate preincubated for 1 hr followed by reagent addition incubated for 40 mins by ATP-Glo kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352493";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 1.667 hr";"INHIBITOR";"";"289.0"
"CHEMBL4457403";"";"None";"412.25";"0";"3.30";"163";"O=C1Nc2cccc(n2)-c2nncn2C/C=C/COc2c(Br)cccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4385322";"Inhibition of recombinant V5-tagged ASK1 (unknown origin) expressed in HEK293 cells assessed as reduction in ASK1 autophosphorylation at T838 residue after 1 hr by MSD assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382281";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL4455414";"";"None";"349.39";"0";"3.07";"18";"Cc1ccc2c(c1)C(=O)Nc1cccc(n1)-c1nncn1CCCCO2";"IC50";"'<='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4385322";"Inhibition of recombinant V5-tagged ASK1 (unknown origin) expressed in HEK293 cells assessed as reduction in ASK1 autophosphorylation at T838 residue after 1 hr by MSD assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382281";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"CHEMBL3307715";"";"";"";"1.0"
"CHEMBL4549667";"TP-030-2";"None";"481.35";"0";"3.12";"EUB0000720";"CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"12.46";"0.26";"2.88";"8.87";"0";"CHEMBL4885043";"ASK [MAP3K5(M3K5LGA1)] Takeda global kinase panel";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507326";"54";"SGC Frankfurt - Donated Chemical Probes";"";"2021";"None";"Compound concentration None 1.0 uM";"";"";"6.0"
"CHEMBL4873179";"";"None";"439.52";"1";"5.14";"30";"COc1ccc(-n2cnc(C3CC3)c2)cc1-c1n[nH]c2ccc(-c3nncn3C(C)C)cc12";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"14.95";"0.27";"1.43";"7.60";"0";"CHEMBL4837908";"Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837198";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"270.0"
"CHEMBL4860629";"";"None";"410.50";"0";"3.83";"13";"CCS(=O)(=O)Nc1cccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4837910";"Inhibition of ASK1 in human HEK293 cells transfected with AP1 assessed as inhibition of AP1-induced firefly luciferase activity preincubated for 1 hr followed by PMA stimulation and measured after 6 hrs by luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837198";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 1.0 hr";"";"";""
"CHEMBL4861821";"";"None";"453.55";"1";"5.28";"17";"CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-c4cnn(C5CCOCC5)c4)c3)c2c1";"IC50";"'='";"12064.0";"nM";"4.92";"";"";"UO_0000065";"10.84";"0.20";"-0.36";"5.69";"0";"CHEMBL4837910";"Inhibition of ASK1 in human HEK293 cells transfected with AP1 assessed as inhibition of AP1-induced firefly luciferase activity preincubated for 1 hr followed by PMA stimulation and measured after 6 hrs by luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837198";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"12064.0"
"CHEMBL4632465";"";"None";"340.39";"0";"2.52";"10";"COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)c1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605627";"Inhibition of V5 tagged human ASK1 expressed in HEK293T cells assessed as reduction in T848 autophosphorylation incubated for 1 hr by MSD assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602708";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3706569";"";"";"";"20000.0"
"CHEMBL4642504";"";"None";"404.43";"0";"2.76";"15";"COc1nn(-c2ccccn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"299.0";"nM";"6.52";"";"";"UO_0000065";"16.13";"0.30";"3.76";"5.79";"0";"CHEMBL4605627";"Inhibition of V5 tagged human ASK1 expressed in HEK293T cells assessed as reduction in T848 autophosphorylation incubated for 1 hr by MSD assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602708";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3706569";"";"";"";"299.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"2332.0";"nM";"5.63";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445451";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC1-gene-transfected cell line KB-3-1, Cisplatin treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB 3-1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307659";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"2332.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"234.0";"nM";"6.63";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445455";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC1-gene-transfected cell line KB-CV60, Vincristine treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB-CV60";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446310";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"234.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445302";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCB1-gene-transfected cell line HEK293/pcDNA3.1, Paclitaxel treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCB1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446282";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"39.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1734.0";"nM";"5.76";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445322";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCB1-substrate-selected resistant cell line KB-3-1, Cisplatin treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB 3-1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307659";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1734.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445353";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line NCI-H460, Mitoxantrone treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307677";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"27.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1580.0";"nM";"5.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445361";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line NCI-H460, Cisplatin treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307677";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1580.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"2268.0";"nM";"5.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445386";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line S1, Cisplatin treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"S1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL4630771";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"2268.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"3493.0";"nM";"5.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445366";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line NCI-H460/MX20, SN-38 treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460/MX20";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446281";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"3493.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445461";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC1-gene-transfected cell line HEK293/pcDNA3.1, Vincristine treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCC1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446283";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"31.0"
"CHEMBL1614725";"TAK-285";"1.0";"547.97";"2";"5.92";"34e, TAK-285";"CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1924897";"Inhibition of N-terminus flag-tagged ASK1 expressed in baculovirus infected insect cells using [gamma33P]ATP as substrate after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921673";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"10000.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"367.0";"nM";"6.43";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445344";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCB1-substrate-selected resistant cell line SW620/Ad300, Doxorubicin treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SW620/AD300";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL4630768";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"367.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"5.5";"nM";"8.26";"";"";"UO_0000065";"18.54";"0.34";"3.58";"9.12";"0";"CHEMBL5446132";"Affinity Biochemical interaction: (Enzymatic inhibition assay) EUB0000695a MAP3K5";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Mode of action: Inhibitor | Protein family: Protein Kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5446079";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"None";"Affinity Biochemical Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/32292554/";"";"";"5.5"
